代码,类型,名称,现价,涨跌,涨跌幅,溢折率,成交额,换手率,5日涨跌幅,年初至今,基金份额,估算规模,规模变化,管理公司,年初至今份额变动,年初至今份额变动率,IOPV,跟踪指数代码,跟踪指数名称,市盈率,市净率,上市地
159928.SZ,行,消费ETF,0.819,-0.001,-0.0012,-0.0022,282423518,0.021,-0.0012,0.0024,16422629040,13459986761,-101838174.2,汇添富基金,-128000000,-0.773384502,0.8208,000932.SH,800消费,20.7575,4.2731,深圳证券交易所
515880.SH,主,通信ETF,1.305,0.009,0.0069,0.0018,279701273,0.1007,0.0448,-0.0433,2136462300,2769496079,127537675.9,国泰基金,321000000,17.68144676,1.3027,931160.CSI,通信设备,31.2908,3.1212,上海证券交易所
159919.SZ,宽,沪深300ETF,4.021,0.003,0.0007,0.0004,278517438,0.0017,0.0055,-0.01,41962716676,1.68678E+11,370948351.8,嘉实基金,4059000000,10.70871238,4.0194,000300.SH,沪深300,12.6549,1.3137,深圳证券交易所
563360.SH,宽,中证A500ETF基金,1.001,0,0,0.0008,277681912,0.0318,0.004,-0.0109,8725987400,8730350394,1506554.64,华泰柏瑞基金,-8559000000,-49.51695828,1.0002,000510.SH,中证A500,14.6569,1.471,上海证券交易所
513310.SH,跨,中韩半导体ETF,1.587,0.007,0.0044,0.0035,277116386,0.5461,0.0448,0.1176,319427000,503928035.2,21093934,华泰柏瑞基金,-142000000,-30.77409861,1.5814,931790.CSI,中韩半导体,90.2287,5.0876,上海证券交易所
512890.SH,策,红利低波ETF,1.168,0.003,0.0026,0.0007,266368869,0.015,0.0139,0.0391,15213110800,17721752771,467059025,华泰柏瑞基金,2951000000,24.06600338,1.1672,h30269.CSI,红利低波,7.7629,0.8118,上海证券交易所
518850.SH,商,黄金ETF华夏,7.517,-0.003,-0.0004,0.0001,260555915,0.0574,0.0245,0.2636,603678700,4545519507,10383273.64,华夏基金,361200000,148.9615377,7.516,Au9999.SGE,SGE黄金9999,,,上海证券交易所
513630.SH,跨,港股红利指数ETF,1.411,0,0,-0.0016,251980265,0.0236,0.0188,0.0854,7562359000,10675782200,47642861.7,摩根基金,2896000000,62.06123447,1.4133,SPAHLVCP.SPI,标普港股通低波红利指数,,,上海证券交易所
159399.SZ,策,现金流ETF,1.006,0.003,0.003,-0.0008,250873739,0.0685,-0.003,0,3644194835,3652576483,27096785.68,国泰基金,,,1.0068,888888.FI,富时中国A股自由现金流聚焦指数,11.2744,1.4248,深圳证券交易所
513750.SH,跨,港股非银ETF,1.373,-0.005,-0.0036,0.0004,244523012,0.1221,0.0208,0.1665,1447338000,1998339577,85157361.4,广发基金,743500000,105.6351035,1.3724,931024.CSI,港股通非银,8.3738,0.939,上海证券交易所
588050.SH,宽,科创ETF,1.019,-0.004,-0.0039,-0.0001,228315775,0.0201,0.0059,0,11171241300,11438233967,72238654.3,工银瑞信基金,-2316000000,-17.17178442,1.0191,000688.SH,科创50,97.7553,4.5058,上海证券交易所
513380.SH,跨,恒生科技ETF龙头,0.647,-0.001,-0.0015,0.0048,228223608,0.0463,0,0.1703,7629784900,4969278905,94609332.76,广发基金,4439392400,139.148785,0.6439,HSTECH.HI,恒生科技,21.9187,2.9081,上海证券交易所
513660.SH,跨,恒生ETF,2.926,0.005,0.0017,0.0003,225697022,0.0548,0.0139,0.1899,1409000100,4131188293,42833603.04,华夏基金,-571000000,-28.83838238,2.9252,HSI.HI,恒生指数,10.4385,1.1067,上海证券交易所
520700.SH,跨,港股创新药ETF基金,1.333,0.028,0.0215,-0.0028,224758893,0.7929,0.0571,0.4978,216076000,282454547.2,-3241140,万家基金,109000000,101.7968546,1.3367,931250.CSI,港股通创新药,30.4442,2.6641,上海证券交易所
510900.SH,跨,H股ETF,1.115,0.002,0.0018,-0.0013,220024211,0.0236,0.0118,0.1737,8356021900,9363758141,109213897.8,易方达基金,-3148000000,-27.3643429,1.1164,HSCEI.HI,恒生中国企业指数,9.5962,1.015,上海证券交易所
159540.SZ,主,信创ETF易方达,1.212,0.002,0.0017,0.0114,213821579,0.4531,0.0185,0.0262,390505191,466966107.4,85867211.09,易方达基金,255000000,188.1846726,1.1983,CN5075.CNI,国证信创,79.957,4.9978,深圳证券交易所
159201.SZ,策,自由现金流ETF,0.992,0.003,0.003,-0.0009,210525758,0.0555,-0.001,0,3823275939,3780072921,191774796.5,华夏基金,,,0.9929,980092.CNI,自由现金流,12.1813,1.5099,深圳证券交易所
159316.SZ,跨,恒生创新药ETF,1.202,0.03,0.0256,-0.0032,209497341,0.9844,0.0656,0,180336139,211894963.3,-2668974.857,易方达基金,,,1.2059,HSSCID.HI,恒生港股通创新药,29.3283,2.9684,深圳证券交易所
512760.SH,主,芯片ETF,1.137,0,0,0.0008,208729361,0.0191,0.0143,0.0107,9637522800,10951117158,247672416,国泰基金,-1708800000,-15.06038591,1.1361,990001.CSI,中华半导体芯片,121.222,5.0222,上海证券交易所
513020.SH,跨,港股科技ETF,1.105,0.003,0.0027,0.0053,208484267,0.1675,0.0194,0.3046,1132145400,1254530318,18567184.56,国泰基金,712000000,169.4651423,1.0992,931573.CSI,港股通科技,23.847,3.1905,上海证券交易所
515450.SH,策,红利低波50ETF,1.448,0.001,0.0007,0.0008,207058846,0.0227,0.0063,0.007,6287835000,9085921575,-13088716,南方基金,2659000000,73.27420508,1.4469,SPCLLHCP.SPI,标普中国A股大盘红利低波50,8.398,0.8303,上海证券交易所
588790.SH,主,科创AIETF,0.584,0.001,0.0017,0.0014,204403944,0.0598,0.0157,0,5869384000,3420676995,145354006.4,博时基金,,,0.5832,950180.CSI,科创AI,144.9151,8.477,上海证券交易所
562030.SH,主,信创ETF基金,0.968,-0.004,-0.0041,0.0011,201566141,0.4641,0.0157,0.0476,448986900,436235672,201321106.6,华宝基金,390500000,667.6708801,0.9669,931247.CSI,中证信创,173.6377,4.7954,上海证券交易所
513700.SH,跨,香港医药ETF,0.566,0.009,0.0162,-0.0037,193264191,0.1991,0.0424,0.3839,1740846000,973481083.2,-39063245.2,鹏华基金,-461000000,-20.93697743,0.5681,930965.CSI,港股通医药C,27.7289,2.0783,上海证券交易所
513600.SH,跨,恒生指数ETF,2.731,0.005,0.0018,0.0003,188226165,0.1225,0.0152,0.1817,562829500,1540295493,-24351227.45,南方基金,-251000000,-30.84184095,2.7302,HSI.HI,恒生指数,10.4385,1.1067,上海证券交易所
159659.SZ,跨,纳斯达克100ETF,1.674,-0.002,-0.0012,0.0034,187072342,0.0376,-0.0065,-0.0222,2982744064,5017572064,-70652400,招商基金,242000000,8.829719023,1.6684,NDX.GI,纳斯达克100,35.8341,8.9,深圳证券交易所
512070.SH,主,证券保险ETF,0.77,-0.007,-0.009,-0.0003,186647785,0.0267,0.0132,-0.0529,9059479700,7036497883,171578514,易方达基金,-1165000000,-11.39422283,0.7702,h30035.CSI,300非银,11.94,1.3959,上海证券交易所
515220.SH,行,煤炭ETF,0.987,0.004,0.0041,0.002,186047739,0.047,-0.005,-0.1289,4003676900,3930009245,3812664.77,国泰基金,1476000000,58.39353914,0.985,399998.SZ,中证煤炭,11.8657,1.3842,上海证券交易所
159501.SZ,跨,纳斯达克指数ETF,1.458,-0.004,-0.0027,0.0027,177075619,0.0238,-0.0075,-0.037,5120986575,7508902615,-43989000,嘉实基金,221000000,4.510216439,1.4541,NDX.GI,纳斯达克100,35.8341,8.9,深圳证券交易所
516510.SH,主,云计算ETF,1.147,0.003,0.0026,0.0039,175347691,0.0508,0.0296,0.0399,3014890000,3438180556,40172711,易方达基金,2125000000,238.7935588,1.1426,930851.CSI,云计算,109.713,4.8039,上海证券交易所
159952.SZ,宽,创业板ETF广发,1.232,-0.005,-0.004,0.0001,174705801,0.0178,0.014,-0.0398,7980984929,9872478357,59282225.99,广发基金,-775200000,-8.853170716,1.2319,399006.SZ,创业板指,32.6842,3.7518,深圳证券交易所
560850.SH,主,信创50ETF,1.291,-0.002,-0.0015,0.0038,172361392,0.3065,0.0189,0.0487,437164000,564903320.8,188530903.6,汇添富基金,301000000,221.0569607,1.2861,931247.CSI,中证信创,173.6377,4.7954,上海证券交易所
513500.SH,跨,标普500ETF,2.024,-0.001,-0.0005,0.0035,171815580,0.009,-0.0039,-0.0638,9416638600,19096001417,,博时基金,1488000000,18.76740857,2.0169,SPTR500N.SPI,标普500净总回报,,,上海证券交易所
563080.SH,宽,中证A50ETF易方达,1.141,0,0,-0.0008,171450611,0.0497,-0.0017,-0.0061,3024588400,3456197165,-12810140.88,易方达基金,-1716000000,-36.1980382,1.1419,930050.CSI,中证A50,17.7506,2.0012,上海证券交易所
513860.SH,跨,港股通科技ETF,0.711,0.001,0.0014,0.0052,170730791,0.0976,0.0157,0.2927,2474470600,1764544985,26931888.36,海富通基金,631000000,34.22891583,0.7073,931573.CSI,港股通科技,23.847,3.1905,上海证券交易所
159922.SZ,宽,中证500ETF,2.309,-0.001,-0.0004,-0.0002,168779060,0.0163,0.0087,0.0105,4498676765,10400490813,-115318666.7,嘉实基金,-724000000,-13.86262318,2.3094,000905.SH,中证500,29.8503,1.8045,深圳证券交易所
589000.SH,宽,科创综指ETF华夏,0.95,0,0,0.0008,167172401,0.0619,0.0139,0,2847507800,2707695167,-783709.52,华夏基金,,,0.9492,000680.SH,科创综指,174.0407,3.9142,上海证券交易所
159770.SZ,主,机器人ETF,0.87,-0.006,-0.0068,-0.001,166642248,0.0304,-0.0068,0.0794,6292087762,5509981253,164727205.8,天弘基金,4531000000,257.2841682,0.8709,h30590.CSI,机器人,65.3296,3.8832,深圳证券交易所
159611.SZ,行,电力ETF,0.969,0.002,0.0021,0.0003,166495227,0.0476,-0.0112,-0.0222,3607962900,3485292161,9183800.81,广发基金,2052800000,131.9990337,0.9687,h30199.CSI,中证全指电力指数,17.0907,1.7182,深圳证券交易所
513920.SH,跨,港股通央企红利ETF,1.444,0.008,0.0056,-0.0034,161679923,0.051,0.0176,0.0839,2196731000,3170981199,31193580.2,华安基金,999000000,83.40771008,1.4489,HSSCSOY.HI,恒生港股通中国央企红利,6.4155,0.618,上海证券交易所
588220.SH,宽,科创100ETF基金,0.987,0.005,0.0051,0.002,158924962,0.0321,0.026,0.0991,5048697900,4962870036,24969864.3,鹏华基金,-1820000000,-26.49701627,0.985,000698.SH,科创100,285.854,4.4102,上海证券交易所
159358.SZ,宽,中证A500ETF基金,1.006,0.001,0.001,-0.0001,157175792,0.0623,0.005,-0.0147,2507106420,2522650480,3009983.112,大成基金,-882000000,-26.024559,1.0061,000510.SH,中证A500,14.6569,1.471,深圳证券交易所
159339.SZ,宽,A500ETF,0.955,0.002,0.0021,0.0009,153189376,0.0262,0.0063,-0.0104,6140086841,5858870864,-9882796.056,银华基金,-4125000000,-40.18475502,0.9541,000510.SH,中证A500,14.6569,1.471,深圳证券交易所
159222.SZ,策,自由现金流ETF易方达,1.051,0.005,0.0048,-0.0003,153010363,0.289,0,0,504370402,527974936.8,-30997244.48,易方达基金,,,1.0513,980092.CNI,自由现金流,12.1813,1.5099,深圳证券交易所
520830.SH,跨,沙特ETF,0.972,0.001,0.001,0.0385,148259691,0.173,-0.0031,-0.0357,880619000,823202641.2,,华泰柏瑞基金,604500000,218.9273465,0.936,WISAUNT.FI,富时沙特阿拉伯(里亚尔)(净总回报),,,上海证券交易所
159691.SZ,跨,港股红利ETF,1.185,0.013,0.0111,-0.0033,147574677,0.0241,0.018,0.0656,5196301386,6124880444,47286342.61,工银瑞信基金,671000000,14.82774169,1.1889,930839.CSI,港股通高息精选,9.5016,1.0268,深圳证券交易所
513970.SH,跨,恒生消费ETF,0.944,-0.004,-0.0042,-0.0095,147113040,0.0829,-0.0063,0.0888,1879041000,1796739004,-17404074.7,景顺长城基金,1386000000,281.1125241,0.9531,HSCGSI.HI,恒生消费,18.4057,2.8373,上海证券交易所
159607.SZ,跨,中概互联网ETF,1.05,-0.006,-0.0057,-0.0106,146274256,0.137,-0.0047,0.1811,1014829139,1062932040,-20948000,嘉实基金,-950000000,-48.35026014,1.0613,930604.CSI,中国互联网30,18.4078,2.8911,深圳证券交易所
588800.SH,宽,科创100ETF华夏,0.956,0.002,0.0021,0.0006,142866301,0.0448,0.0247,0.1014,3352377000,3197497183,18500695.9,华夏基金,-2065000000,-38.11807818,0.9554,000698.SH,科创100,285.854,4.4102,上海证券交易所
515070.SH,主,人工智能AIETF,1.188,0.002,0.0017,0.0017,142792800,0.0264,0.025,0.0233,4569470200,5413908293,233289330.5,华夏基金,2013000000,78.74138333,1.186,930713.CSI,CS人工智,66.4936,4.8268,上海证券交易所
589800.SH,宽,科创综指ETF易方达,0.944,-0.001,-0.0011,0.0011,142010399,0.0499,0.014,0,3015988200,2848902454,787065.48,易方达基金,,,0.943,000680.SH,科创综指,174.0407,3.9142,上海证券交易所
515050.SH,主,5G通信ETF,1.075,0.004,0.0037,0.0004,141788616,0.0217,0.0397,-0.0578,6077068500,6511578898,224256646.8,华夏基金,10000000,0.164824247,1.0746,931079.CSI,5G通信,27.4883,3.1039,上海证券交易所
563300.SH,宽,中证2000ETF,1.113,-0.003,-0.0027,0.0005,140613707,0.0647,0,0.0955,1956174000,2183090184,46273104.8,华泰柏瑞基金,-927500000,-32.16382989,1.1124,932000.CSI,中证2000,138.5133,2.458,上海证券交易所
512400.SH,行,有色金属ETF,1.079,0.013,0.0122,0,139487557,0.0306,0.0257,0.1089,4218539000,4499493697,28144974.5,南方基金,-271500000,-6.04671808,1.079,000819.SH,有色金属,19.2715,2.1306,上海证券交易所
515120.SH,主,创新药ETF,0.594,-0.005,-0.0083,-0.0012,139432823,0.0402,0.0102,0.1423,5841993600,3492927973,-73324746.24,广发基金,-949000000,-13.97439102,0.5947,931152.CSI,CS创新药,50.9495,3.6089,上海证券交易所
588190.SH,宽,科创100ETF,0.98,0.001,0.001,-0.0009,137989126,0.044,0.0219,0.095,3211618300,3143853154,-9543412.56,银华基金,-2142000000,-40.01032349,0.9809,000698.SH,科创100,285.854,4.4102,上海证券交易所
518800.SH,商,黄金基金ETF,7.39,-0.006,-0.0008,0.0003,137575755,0.0075,0.0245,0.262,2467919900,18265815556,-9491995.68,国泰基金,1245300000,101.855041,7.3876,Au9999.SGE,SGE黄金9999,,,上海证券交易所
159742.SZ,跨,恒生科技指数ETF,0.722,-0.001,-0.0014,-0.0022,137387400,0.0689,-0.0014,0.1683,2766928292,2011280175,35970067.8,博时基金,679000000,32.52027393,0.7236,HSTECH.HI,恒生科技,21.9187,2.9081,深圳证券交易所
515790.SH,主,光伏ETF,0.647,-0.002,-0.0031,0.0002,135378200,0.015,-0.0015,-0.1453,13935494000,9023232365,36861980.8,华泰柏瑞基金,2018000000,16.93309013,0.6469,931151.CSI,光伏产业,,1.6922,上海证券交易所
563760.SH,策,全指自由现金流ETF,0.997,0.002,0.002,0.0002,135099295,0.3497,-0.003,0,387913166,385934808.9,-1668026.614,中银基金,,,0.9968,932365.CSI,中证现金流,11.1343,1.7093,上海证券交易所
159615.SZ,跨,恒生生物科技ETF,1.003,0.018,0.0183,-0.0062,134324182,0.448,0.0481,0.4432,303054898,299721294.1,-12515612.49,南方基金,-198000000,-39.51662798,1.0093,HSHKBIO.HI,恒生生物科技,28.1465,2.4911,深圳证券交易所
159651.SZ,债,国开债券ETF,106.096,0.042,0.0004,-0.0001,133147396,0.1173,0.0011,0.0011,10696448,1134708084,-7205076.816,平安基金,-8840000,-45.2487576,106.1058,CBA11901.CS,中债-0-3年国开行债券财富(总值)指数,,,深圳证券交易所
510210.SH,宽,上证指数ETF,0.841,0.001,0.0012,0.0002,129302537,0.0334,0.0072,0.0294,4616192600,3872985591,-35607807.4,富国基金,-3150000000,-40.56041567,0.8408,000001.SH,上证指数,14.6954,1.3259,上海证券交易所
159696.SZ,跨,纳指ETF易方达,1.442,-0.004,-0.0028,0.0025,128654990,0.0438,-0.0062,-0.0367,2039824034,2934082891,-43333088.41,易方达基金,1050000000,106.079461,1.4384,NDX.GI,纳斯达克100,35.8341,8.9,深圳证券交易所
518660.SH,商,黄金ETF基金,7.468,-0.005,-0.0007,0.0001,128232337,0.0369,0.0244,0.264,464852700,3477609534,-1007818.83,工银瑞信基金,294600000,173.0369034,7.4674,Au9999.SGE,SGE黄金9999,,,上海证券交易所
159539.SZ,主,信创50ETF,1.156,0.002,0.0017,0.0009,128045682,0.4259,0.0203,0.0017,260565182,300614050.5,107585434,广发基金,182000000,231.6547806,1.155,CN5075.CNI,国证信创,79.957,4.9978,深圳证券交易所
517520.SH,主,黄金股ETF,1.446,0.021,0.0147,-0.0003,127027710,0.0297,0.0343,0.3603,2956904000,4220093389,-79345753.6,永赢基金,1407000000,90.77981604,1.4464,931238.CSI,SSH黄金股票,19.1597,2.4424,上海证券交易所
513580.SH,跨,恒生科技ETF指数基金,0.709,-0.001,-0.0014,0.004,125108333,0.0535,0,0.1642,3301118000,2357658476,43904869.4,华安基金,-244000000,-6.88270461,0.7062,HSTECH.HI,恒生科技,21.9187,2.9081,上海证券交易所
513870.SH,跨,纳指ETF富国,1.477,-0.002,-0.0014,0.0026,125064720,0.0711,-0.0067,-0.0244,1193671000,1772959536,-19308900,富国基金,217000000,22.21833145,1.4731,NDX.GI,纳斯达克100,35.8341,8.9,上海证券交易所
511850.SH,货,财富宝ETF,100.014,0.009,0.0001,0,123032755,0.0902,0.0001,0.0001,13638200,1363820000,50000,招商基金,2989336.22,28.07187961,0,,,,,上海证券交易所
513110.SH,跨,纳斯达克100ETF,1.792,-0.005,-0.0028,0.002,122532633,0.0319,-0.0078,-0.0319,2147435000,3872254792,-36064000,华泰柏瑞基金,819000000,61.65149217,1.7884,NDX.GI,纳斯达克100,35.8341,8.9,上海证券交易所
159363.SZ,主,创业板人工智能ETF华宝,0.973,0.008,0.0083,0.0011,119080857,0.081,0.0462,0.0093,1518084962,1465862839,21046442.32,华宝基金,820000000,117.464212,0.9719,970070.CNI,创业板人工智能,81.76,5.1823,深圳证券交易所
512980.SH,主,传媒ETF,0.819,-0.006,-0.0073,-0.0002,115949826,0.045,0.0136,0.0581,3142424400,2591243160,23541698.64,广发基金,-610500000,-16.2673141,0.8192,399971.SZ,中证传媒,41.1409,2.2162,上海证券交易所
159741.SZ,跨,恒生科技ETF基金,0.703,0,0,-0.0023,113630447,0.1459,0.0014,0.1776,1109796712,785292153.4,-6182683.402,嘉实基金,62000000,5.917178331,0.7046,HSTECH.HI,恒生科技,21.9187,2.9081,深圳证券交易所
159699.SZ,跨,恒生消费ETF,1.027,0.001,0.001,-0.007,112749675,0.0859,-0.0077,0.0811,1278664255,1324056836,-19633382.64,广发基金,784000000,158.4913387,1.0342,HSCGSI.HI,恒生消费,18.4057,2.8373,深圳证券交易所
513690.SH,跨,港股红利ETF博时,0.986,0.002,0.002,-0.0042,109408527,0.027,0.0072,0.0919,4103979900,4060067315,10421941.71,博时基金,354000000,9.440050599,0.9902,HSSCHKY.HI,恒生港股通高股息率,6.7047,0.6131,上海证券交易所
513280.SH,跨,恒生生物科技ETF,0.982,0.019,0.0197,-0.003,107124415,0.3514,0.0469,0.442,315114500,304810255.9,-4348580.1,汇添富基金,8000000,2.604891661,0.985,HSHKBIO.HI,恒生生物科技,28.1465,2.4911,上海证券交易所
512680.SH,主,军工ETF龙头,1.073,-0.005,-0.0046,-0.0005,106400376,0.0227,0.0009,0.0047,4344930100,4678620732,21702198.46,广发基金,938400000,27.54709257,1.0735,399967.SZ,中证军工,97.1181,3.1361,上海证券交易所
560350.SH,宽,中证A50ETF指数基金,1.107,-0.002,-0.0018,-0.0013,106380789,0.0385,-0.0036,-0.0096,2493532100,2765825805,-20125995.43,摩根基金,-1014000000,-28.90921511,1.1084,930050.CSI,中证A50,17.7506,2.0012,上海证券交易所
159688.SZ,跨,恒生互联网ETF,0.982,0.007,0.0072,-0.0037,106271371,0.1324,0.0061,0.1526,820278480,804939272.4,-6838239.264,华安基金,67500000,8.966781303,0.9856,HSIII.HI,恒生互联网科技业,19.4355,2.906,深圳证券交易所
513560.SH,跨,香港科技ETF,1.306,0,0,0.0025,105704046,0.1985,0.0124,0.2905,409386000,537728511,6483834,兴银基金,326000000,390.9529178,1.3028,931573.CSI,港股通科技,23.847,3.1905,上海证券交易所
560010.SH,宽,中证1000ETF指数,2.516,-0.003,-0.0012,0.0011,105150957,0.0036,0.0117,0.0384,11664621700,29384348524,224463463.6,广发基金,2388000000,25.74212981,2.5132,000852.SH,中证1000,40.9,2.0938,上海证券交易所
159852.SZ,主,软件ETF,0.789,-0.003,-0.0038,0.0004,105148197,0.0368,0.0141,0.0233,3626623921,2874099457,14910245.13,嘉实基金,1767000000,95.01921222,0.7887,930601.CSI,中证软件,262.1282,4.74,深圳证券交易所
159845.SZ,宽,中证1000ETF,2.517,-0.003,-0.0012,0.0004,104643459,0.0028,0.0117,0.0375,14740425606,37162086995,167588673.7,华夏基金,2910000000,24.5975935,2.5161,000852.SH,中证1000,40.9,2.0938,深圳证券交易所
159593.SZ,宽,中证A50指数ETF,1.141,-0.001,-0.0009,-0.0004,103923412,0.0147,-0.0017,-0.0095,6173196040,7050407197,11111752.87,平安基金,-1591500000,-20.49661689,1.1415,930050.CSI,中证A50,17.7506,2.0012,深圳证券交易所
515980.SH,主,人工智能ETF,0.994,0.002,0.002,0.0021,102253242,0.0289,0.0247,0.0226,3566564500,3537675328,71119896.4,华富基金,1592500000,80.67112295,0.9919,931071.CSI,人工智能,53.4284,4.5214,上海证券交易所
513910.SH,跨,港股央企红利ETF,1.426,0.013,0.0092,-0.0008,101402581,0.0393,0.0092,0.0571,1811276000,2571649665,5071572.8,华夏基金,488000000,36.87817205,1.4271,931233.CSI,港股通央企红利,6.4519,0.6097,上海证券交易所
